x_center,count,phi
-0.20416666666666666,1653,0.05316751566811131
-0.1958333333333333,1789,0.05729825428501741
-0.1875,1973,0.061541865198583845
-0.1791666666666667,2126,0.058400962758275735
-0.17083333333333334,2287,0.05651409126273294
-0.16249999999999998,2503,0.05961515739375335
-0.15416666666666667,2736,0.06273378681210849
-0.14583333333333337,2839,0.06354815536826482
-0.1375,3039,0.06486213637364041
-0.12916666666666665,3479,0.06382004487732992
-0.12083333333333335,3731,0.06754477361050498
-0.11250000000000004,3946,0.06804886723590622
-0.10416666666666669,4388,0.0709248784238252
-0.09583333333333333,4873,0.0726066393653897
-0.08750000000000002,5393,0.07756776538103803
-0.07916666666666672,6229,0.0815640866450788
-0.07083333333333336,6673,0.09071961902305553
-0.0625,7397,0.08923321485235162
-0.054166666666666696,8463,0.09729780875022714
-0.04583333333333334,9453,0.10677890151069763
-0.03749999999999998,10763,0.11987443277062533
-0.029166666666666674,12098,0.13104038788018546
-0.02083333333333337,13833,0.1501025512795337
-0.012500000000000011,15014,0.20190394357122235
-0.004166666666666652,15007,0.2780397703209098
0.004166666666666652,11903,0.1756619327960486
0.012499999999999956,9194,0.08403370932473034
0.02083333333333326,7529,0.06363620957992606
0.029166666666666563,6440,0.051185227752362714
0.03749999999999998,5413,0.045340486070160314
0.04583333333333339,4603,0.039586543520153464
0.054166666666666696,4092,0.033691899233464134
0.0625,3718,0.031467033716245686
0.0708333333333333,3381,0.03182084973163254
0.07916666666666661,2976,0.026854146214191865
0.08749999999999991,2712,0.028870843145035224
0.09583333333333333,2467,0.027022579850676756
0.10416666666666674,2230,0.023873108379923978
0.11250000000000004,1981,0.0248596091324311
0.12083333333333335,1955,0.02498131245187198
0.12916666666666665,1732,0.02129701813211814
0.13749999999999996,1674,0.025022438274025637
0.14583333333333326,1579,0.02114703829474147
0.15416666666666656,1408,0.021681804541449908
0.16249999999999998,1360,0.02209175605359409
0.1708333333333334,1257,0.021032982166989636
0.1791666666666667,1189,0.01939343969751985
0.1875,1119,0.02053855278041832
0.1958333333333333,1025,0.019835272187195923
0.2041666666666666,959,0.021540676871885486
0.2124999999999999,979,0.01736956248882907
0.22083333333333333,897,0.01871605521317847
0.22916666666666674,819,0.017139982045116738
0.23750000000000004,792,0.01847230355236296
0.24583333333333335,736,0.018065144665877664
0.25416666666666665,727,0.017207015126812913
0.26249999999999996,683,0.01747073370573603
0.27083333333333326,657,0.016837888923074057
0.27916666666666656,673,0.015468078715034217
0.2875,595,0.016095201910529603
0.2958333333333334,591,0.016550795305235233
0.3041666666666667,524,0.015963872131158775
0.3125,525,0.01810048156457415
0.3208333333333333,517,0.016202407000765882
0.3291666666666666,495,0.014281045108741184
0.3374999999999999,454,0.014251911112775332
0.3458333333333333,449,0.014866930912696058
0.35416666666666674,434,0.015540421375484606
0.36250000000000004,463,0.013865938864785295
0.37083333333333335,392,0.014567942079367374
0.37916666666666665,370,0.014479720111391186
0.38749999999999996,388,0.014267464640928923
0.39583333333333326,355,0.013546678390135432
0.40416666666666656,376,0.013314174701856744
0.4125,327,0.014246571935787801
0.4208333333333334,366,0.017252959558709667
0.4291666666666667,331,0.016610286855804547
0.4375,302,0.012784613204110168
0.4458333333333333,280,0.015094880566618512
0.4541666666666666,264,0.01451299381196756
0.4624999999999999,286,0.013932241645318378
0.4708333333333333,281,0.014544017704948115
0.47916666666666674,276,0.014062029673197819
0.48750000000000004,231,0.013887761079016016
0.49583333333333335,266,0.015892042178257074
0.5041666666666667,233,0.01401265438468932
0.5125,233,0.01313639815418578
0.5208333333333333,195,0.01573486215352939
0.5291666666666666,214,0.01595484929498593
0.5375,214,0.013083152873222873
0.5458333333333334,223,0.013743448788148234
0.5541666666666667,217,0.01271873587539721
0.5625,198,0.013343013627048539
0.5708333333333333,195,0.012913235773090285
0.5791666666666666,180,0.01207192523159294
0.5874999999999999,186,0.013474563218482477
0.5958333333333333,165,0.01500816043091736
0.6041666666666667,150,0.013552858685576832
0.6125,150,0.015401904595640706
0.6208333333333333,140,0.0132420370696094
0.6291666666666667,145,0.013092491552677851
0.6375,129,0.013914238824279349
0.6458333333333333,157,0.014554381745781083
0.6541666666666666,144,0.011249263973441581
0.6625,148,0.011019270984179787
0.6708333333333334,151,0.011261409402270797
0.6791666666666667,141,0.009981545279073559
0.6875,147,0.011599093475612974
0.6958333333333333,113,0.012249214148555957
0.7041666666666666,114,0.01092868859145111
0.7124999999999999,126,0.013797213733322716
0.7208333333333332,124,0.012789158432496202
0.7291666666666666,107,0.010214001763037052
0.7375,124,0.011637861300081327
0.7458333333333333,117,0.012957391547798326
0.7541666666666667,100,0.012693410530532677
0.7625,118,0.011802319372282101
0.7708333333333333,103,0.014446123676508138
0.7791666666666666,110,0.009546612670345633
0.7875,98,0.01139370115517568
0.7958333333333334,79,0.016248235236022982
0.8041666666666667,112,0.010708516036063806
0.8125,84,0.01341569307924475
0.8208333333333333,80,0.012097209475905821
0.8291666666666666,89,0.014072343372764213
0.8374999999999999,91,0.011032904554350785
0.8458333333333332,115,0.0133231253485661
0.8541666666666666,69,0.01572780522965877
0.8625,93,0.015334666664147569
0.8708333333333333,74,0.014516381134427585
0.8791666666666667,88,0.0135203583777631
0.8875,61,0.010695306800720472
0.8958333333333333,78,0.010555299324361249
0.9041666666666666,68,0.010531099204212286
0.9125,76,0.00886575662409241
0.9208333333333334,63,0.009595816105473796
0.9291666666666667,78,0.014543134465928871
0.9375,67,0.011130764925454433
0.9458333333333333,63,0.013562467305333182
0.9541666666666666,65,0.011411569712154821
0.9624999999999999,59,0.009247737704814607
0.9708333333333332,51,0.014519752371592429
0.9791666666666666,55,0.011702529953931454
0.9875,55,0.012806741316291798
0.9958333333333333,47,0.011272488858574278
