x_center,count,phi
-0.9958333333333333,49,0.029318808276633527
-0.9875,42,0.06294164138082396
-0.9791666666666666,55,0.10551363321540157
-0.9708333333333333,44,0.022851918151805754
-0.9625,46,0.03808523620248398
-0.9541666666666666,48,0.04568282333563951
-0.9458333333333333,42,0.03824924255331807
-0.9375,55,0.06493150466012548
-0.9291666666666667,62,0.044226258350445254
-0.9208333333333334,57,0.030879734138462844
-0.9125,50,0.0277864985529309
-0.9041666666666667,60,0.04062419794145577
-0.8958333333333333,56,0.029583540661377295
-0.8875,70,0.03461357041433793
-0.8791666666666667,70,0.04445894306246552
-0.8708333333333333,67,0.031745761386120404
-0.8625,64,0.03521880995661073
-0.8541666666666667,70,0.06612006305564272
-0.8458333333333333,77,0.04469026001629619
-0.8375,65,0.02623423594187187
-0.8291666666666666,80,0.029369915429510386
-0.8208333333333333,79,0.046563237298812836
-0.8125,72,0.053114304758477004
-0.8041666666666667,82,0.05844059779357549
-0.7958333333333334,98,0.04686456749570157
-0.7875,103,0.05210924664557152
-0.7791666666666667,84,0.031097796231343216
-0.7708333333333333,96,0.044085127881326555
-0.7625,107,0.03667622209863495
-0.7541666666666667,85,0.04303303176234985
-0.7458333333333333,104,0.0353727641437831
-0.7375,121,0.04536801846453393
-0.7291666666666667,93,0.03540492989848786
-0.7208333333333333,92,0.04025767208268925
-0.7124999999999999,122,0.04357060236986828
-0.7041666666666666,138,0.05639110853289333
-0.6958333333333333,112,0.046594492613964145
-0.6875,128,0.04960218639035805
-0.6791666666666667,140,0.03884554621281338
-0.6708333333333334,119,0.035680746579699635
-0.6625000000000001,132,0.04402388749731423
-0.6541666666666667,163,0.040872511532355736
-0.6458333333333333,136,0.04398206478914572
-0.6375,172,0.04436811478390459
-0.6291666666666667,146,0.04349387288756031
-0.6208333333333333,149,0.027202015583272888
-0.6125,153,0.043127222881524825
-0.6041666666666667,182,0.05429015875283721
-0.5958333333333333,170,0.03949052374538727
-0.5874999999999999,204,0.045040967945195166
-0.5791666666666666,197,0.039902733217721933
-0.5708333333333333,205,0.04457726027856476
-0.5625,210,0.043562920537105095
-0.5541666666666667,237,0.03367913712497217
-0.5458333333333334,218,0.03982210142829492
-0.5375000000000001,233,0.03937058808885391
-0.5291666666666667,248,0.0466124494354084
-0.5208333333333333,265,0.03683829964794094
-0.5125,260,0.04495357782408583
-0.5041666666666667,252,0.04987992268184219
-0.49583333333333335,269,0.03846584258161231
-0.48750000000000004,316,0.05653010111863633
-0.4791666666666667,329,0.041477423030064846
-0.4708333333333333,366,0.04328015796334573
-0.4625,322,0.044483053722820805
-0.45416666666666666,358,0.04418718971406938
-0.4458333333333333,384,0.044440851991565916
-0.4375,397,0.04709681427286373
-0.4291666666666667,408,0.04313222968064113
-0.42083333333333334,417,0.04354570113989988
-0.4125,446,0.047656152817826154
-0.4041666666666667,466,0.049225557195391394
-0.39583333333333337,436,0.04183251870844355
-0.3875,537,0.05206067775462435
-0.37916666666666665,507,0.050869405820311894
-0.37083333333333335,507,0.04627508598832585
-0.36250000000000004,608,0.04245263514919173
-0.3541666666666667,606,0.04732238995283936
-0.3458333333333333,657,0.04909350622296453
-0.3375,639,0.04696420424272458
-0.32916666666666666,711,0.04992871132839726
-0.3208333333333333,720,0.05373552646880595
-0.3125,811,0.048372514118012515
-0.3041666666666667,811,0.04825434501315325
-0.29583333333333334,840,0.04889766839676407
-0.2875,967,0.04690005764833508
-0.2791666666666667,1001,0.046658263984064384
-0.27083333333333337,1077,0.05029073228145164
-0.2625,1127,0.05203009490099294
-0.25416666666666665,1151,0.05298327746501633
-0.24583333333333335,1245,0.0509035774439964
-0.23750000000000004,1362,0.05658625753856151
-0.22916666666666669,1427,0.05169644814175498
-0.22083333333333333,1574,0.058950756362195565
-0.21250000000000002,1614,0.048448847769243755
