bin_left,bin_right,x_center,dns_count_RAW,phi_RAW,dns_count_NORM,phi_NORM
410.21183605133467,418.2678851210627,414.2398605861987,201,62.34908438139708,201,6.728702052906263
418.2678851210627,426.32393419079096,422.29590965592683,193,66.49662144241405,193,7.714991984062016
426.32393419079096,434.379983260519,430.351958725655,191,73.51629355614341,191,6.437843160332498
434.379983260519,442.43603233024703,438.408007795383,177,85.95931151261598,177,8.08757284509123
442.43603233024703,450.49208139997506,446.46405686511105,189,60.70213874941399,189,6.561409420650652
450.49208139997506,458.5481304697031,454.5201059348391,183,75.2296496234506,183,7.1966699555346025
458.5481304697031,466.60417953943113,462.5761550045671,150,70.99389308029832,150,7.163363002118257
466.60417953943113,474.6602286091594,470.63220407429526,166,111.4767283783322,166,7.477388869476328
474.6602286091594,482.7162776788874,478.6882531440234,128,67.8099101951605,128,7.180054889748234
482.7162776788874,490.77232674861546,486.74430221375144,158,75.63531670448893,158,7.44653321911462
490.77232674861546,498.8283758183435,494.8003512834795,169,89.72979788637052,169,7.540368332875074
498.8283758183435,506.8844248880715,502.8564003532075,122,119.48314354492159,122,10.065391595215042
506.8844248880715,514.9404739577996,510.91244942293554,133,122.70355375965617,133,7.81212952633065
514.9404739577996,522.9965230275278,518.9684984926637,124,104.52802684329583,124,7.056614712758385
522.9965230275278,531.0525720972558,527.0245475623918,129,80.67749372643891,129,6.210214467010531
531.0525720972558,539.1086211669839,535.0805966321199,112,63.989585362581884,112,5.680287732155335
539.1086211669839,547.1646702367119,543.1366457018479,118,79.50759708718002,118,7.226480113617849
547.1646702367119,555.22071930644,551.1926947715759,112,95.40422296131378,112,7.35116569134004
555.22071930644,563.276768376168,559.248743841304,99,93.1684172919053,99,6.548755628886877
563.276768376168,571.3328174458962,567.3047929110321,91,139.58621089429198,91,6.693791532376485
571.3328174458962,579.3888665156243,575.3608419807603,94,92.19231967929173,94,7.201482203624816
579.3888665156243,587.4449155853523,583.4168910504883,81,89.89402558865397,81,6.9435982031655605
587.4449155853523,595.5009646550803,591.4729401202163,98,177.10879342755885,98,7.119878923170261
595.5009646550803,603.5570137248084,599.5289891899444,87,95.0237430339145,87,6.759107994800332
603.5570137248084,611.6130627945364,607.5850382596724,68,169.03964133926013,68,6.908123979204845
611.6130627945364,619.6691118642647,615.6410873294005,89,157.69150821422454,89,6.673981718019989
619.6691118642647,627.7251609339927,623.6971363991287,78,117.41291220642825,78,7.632654912238302
627.7251609339927,635.7812100037207,631.7531854688567,94,108.01649171405889,94,6.1107877790642595
635.7812100037207,643.8372590734488,639.8092345385847,68,91.096558055701,68,6.3178361020757965
643.8372590734488,651.8933081431768,647.8652836083128,77,149.43731351041782,77,6.19752195498776
651.8933081431768,659.9493572129048,655.9213326780408,87,105.21458895036253,87,5.998620886227498
659.9493572129048,668.0054062826331,663.977381747769,86,214.42628945866207,86,6.963545930374103
668.0054062826331,676.0614553523611,672.0334308174971,69,108.68410858136265,69,6.472175044290815
676.0614553523611,684.1175044220892,680.0894798872251,80,152.7284506422843,80,8.066358237206218
684.1175044220892,692.1735534918172,688.1455289569532,70,109.37462972848815,70,6.434770467722103
692.1735534918172,700.2296025615452,696.2015780266812,68,111.56108718134712,68,4.660854687289485
700.2296025615452,708.2856516312733,704.2576270964092,57,215.01358053977017,57,6.884400849485254
708.2856516312733,716.3417007010015,712.3136761661374,69,139.96711978068404,69,5.457041825957626
716.3417007010015,724.3977497707295,720.3697252358655,59,159.38758765336044,59,7.213454924981721
724.3977497707295,732.4537988404576,728.4257743055936,63,125.15801565714517,63,5.656021749425274
732.4537988404576,740.5098479101856,736.4818233753216,64,186.58019095575418,64,6.450408577541081
740.5098479101856,748.5658969799136,744.5378724450496,62,163.10031543649384,62,6.602215736312145
748.5658969799136,756.6219460496417,752.5939215147777,67,158.08927704774516,67,6.968016991046361
756.6219460496417,764.6779951193699,760.6499705845058,58,280.39621743400767,58,6.886493032124754
764.6779951193699,772.734044189098,768.706019654234,66,207.6422186748275,66,7.430269130798022
772.734044189098,780.790093258826,776.762068723962,55,185.4104928285609,55,7.034947546334951
780.790093258826,788.846142328554,784.81811779369,56,125.09237922095546,56,5.66450398613051
788.846142328554,796.9021913982821,792.874166863418,52,197.28948305132826,52,9.006966510685624
796.9021913982821,804.9582404680101,800.9302159331461,62,213.08058406061815,62,8.617862806280288
804.9582404680101,813.0142895377384,808.9862650028742,43,123.85882513703247,43,5.274616654792362
813.0142895377384,821.0703386074664,817.0423140726024,50,204.57111696542367,50,5.632522993156973
821.0703386074664,829.1263876771944,825.0983631423304,38,178.93331118148413,38,6.892551269573375
829.1263876771944,837.1824367469225,833.1544122120584,44,318.9426578011943,44,9.403888959681678
837.1824367469225,845.2384858166505,841.2104612817865,37,151.89728123916427,37,5.712145640765128
845.2384858166505,853.2945348863785,849.2665103515145,48,185.83181548600083,48,6.5090487581998095
853.2945348863785,861.3505839561066,857.3225594212425,31,144.18359126800746,31,5.759279523956174
861.3505839561066,869.4066330258348,865.3786084909707,37,154.2858763453419,37,6.467194753072449
869.4066330258348,877.4626820955629,873.4346575606988,39,147.6334119943905,39,6.168792125702228
877.4626820955629,885.5187311652909,881.4907066304269,44,202.6535029861119,44,5.56650531241323
885.5187311652909,893.5747802350189,889.5467557001549,37,286.785521977872,37,8.896116816197042
893.5747802350189,901.630829304747,897.6028047698829,49,177.25545932536136,49,6.371556373639708
901.630829304747,909.686878374475,905.658853839611,32,195.91849389815022,32,6.464440170511433
909.686878374475,917.7429274442032,913.7149029093391,42,248.37893776912034,42,6.088861734625641
917.7429274442032,925.7989765139313,921.7709519790673,30,254.39824920983088,30,8.493976705427338
925.7989765139313,933.8550255836593,929.8270010487953,46,217.00024599459204,46,6.225097153386411
933.8550255836593,941.9110746533873,937.8830501185233,48,169.31550280640292,48,5.0056865120875695
941.9110746533873,949.9671237231154,945.9390991882514,29,179.52950005618843,29,6.264326758857663
949.9671237231154,958.0231727928434,953.9951482579794,29,243.65098823772772,29,7.812276496167306
958.0231727928434,966.0792218625717,962.0511973277075,32,248.84299457071657,32,8.452436452914762
966.0792218625717,974.1352709322997,970.1072463974357,28,220.14418306565642,28,6.031687917802917
974.1352709322997,982.1913200020277,978.1632954671637,29,386.6532915924252,29,11.195785720018492
982.1913200020277,990.2473690717558,986.2193445368918,45,185.55190018109047,45,5.550139086933167
990.2473690717558,998.3034181414838,994.2753936066198,31,227.14414276834543,31,6.707374703498618
998.3034181414838,1006.3594672112118,1002.3314426763478,30,238.43938543747294,30,5.755539887978502
1006.3594672112118,1014.4155162809401,1010.387491746076,35,454.5655936760429,35,7.610149703865746
1014.4155162809401,1022.4715653506681,1018.4435408158041,36,409.5119123767145,36,8.24592230133352
1022.4715653506681,1030.5276144203963,1026.4995898855323,26,362.125105448949,26,9.80315839924628
1030.5276144203963,1038.5836634901243,1034.5556389552603,32,353.59623354282036,32,6.063271822935348
1038.5836634901243,1046.6397125598523,1042.6116880249883,25,211.75800863442848,25,4.9498359142812
1046.6397125598523,1054.6957616295804,1050.6677370947164,36,261.44531242696047,36,4.828315088763562
1054.6957616295804,1062.7518106993084,1058.7237861644444,22,161.27038779749063,22,4.45486130469903
1062.7518106993084,1070.8078597690364,1066.7798352341724,22,213.6338296535111,22,5.142346573944503
1070.8078597690364,1078.8639088387645,1074.8358843039005,30,667.9929131104798,30,6.510557595130998
1078.8639088387645,1086.9199579084925,1082.8919333736285,20,184.48753231092275,20,4.973454742876941
1086.9199579084925,1094.9760069782205,1090.9479824433565,25,253.30151642938532,25,7.654809244798693
1094.9760069782205,1103.0320560479486,1099.0040315130846,20,280.7464425711935,20,5.098774285644882
1103.0320560479486,1111.088105117677,1107.0600805828128,20,379.71906421818466,20,8.663078861107739
1111.088105117677,1119.144154187405,1115.116129652541,19,294.9943177473902,19,6.092908930073959
1119.144154187405,1127.2002032571331,1123.172178722269,26,843.2265549708419,26,8.349935884796576
1127.2002032571331,1135.2562523268612,1131.2282277919971,21,179.84004490473686,21,5.161529029676501
1135.2562523268612,1143.3123013965892,1139.2842768617252,22,266.5898690713331,22,5.890070071278247
1143.3123013965892,1151.3683504663172,1147.3403259314532,29,249.90216478226668,29,5.503779071660126
1151.3683504663172,1159.4243995360453,1155.3963750011812,18,191.11474685730656,18,5.891651537968894
1159.4243995360453,1167.4804486057733,1163.4524240709093,21,180.60515878015573,21,5.10716854479634
1167.4804486057733,1175.5364976755013,1171.5084731406373,28,450.16950533217204,28,6.464136475760758
1175.5364976755013,1183.5925467452294,1179.5645222103653,17,502.6502467832319,17,10.21307584104678
1183.5925467452294,1191.6485958149574,1187.6205712800934,15,190.45958523527185,15,4.44531462925243
1191.6485958149574,1199.7046448846856,1195.6766203498214,24,212.3620435783319,24,4.933931852847351
