bin_left,bin_right,x_center,dns_count_RAW,phi_RAW,dns_count_NORM,phi_NORM
-1.0,-0.9916666666666667,-0.9958333333333333,20,2.7886333742840317,20,183.52356974407945
-0.9916666666666667,-0.9833333333333333,-0.9875,27,1.030479799499092,27,227.514460240647
-0.9833333333333333,-0.975,-0.9791666666666666,26,2.7712267316929857,26,80.76143533066721
-0.975,-0.9666666666666667,-0.9708333333333333,14,4.738390770599434,14,161.21466036621229
-0.9666666666666667,-0.9583333333333334,-0.9625,20,1.7927142231429882,20,114.24753024337441
-0.9583333333333334,-0.95,-0.9541666666666666,33,1.9461994308343158,33,85.89040595859606
-0.95,-0.9416666666666667,-0.9458333333333333,27,1.392899822673311,27,775.1606622068475
-0.9416666666666667,-0.9333333333333333,-0.9375,26,2.1038463189348384,26,312.24149957880803
-0.9333333333333333,-0.925,-0.9291666666666667,26,7.988455326243586,26,174.27986231309438
-0.925,-0.9166666666666666,-0.9208333333333334,22,0.9902052303032725,22,147.73491207233388
-0.9166666666666666,-0.9083333333333333,-0.9125,34,2.230908424969692,34,212.61560574573758
-0.9083333333333333,-0.9,-0.9041666666666667,18,0.7863607491336144,18,1063.9934169502355
-0.9,-0.8916666666666666,-0.8958333333333333,25,1.169321673200848,25,471.2574982521551
-0.8916666666666666,-0.8833333333333333,-0.8875,23,1.1641445094303493,23,186.54143030936663
-0.8833333333333333,-0.875,-0.8791666666666667,28,1.7530617579157588,28,122.79155329618695
-0.875,-0.8666666666666667,-0.8708333333333333,24,6.552542096823718,24,304.73193424029205
-0.8666666666666667,-0.8583333333333334,-0.8625,29,1.907515403239565,29,177.02623104277728
-0.8583333333333334,-0.85,-0.8541666666666667,22,1.8967247197148607,22,577.6378229464252
-0.85,-0.8416666666666667,-0.8458333333333333,27,0.9424152452274297,27,113.27620323445018
-0.8416666666666667,-0.8333333333333334,-0.8375,25,1.4509174432646939,25,603.4909975768929
-0.8333333333333334,-0.825,-0.8291666666666666,29,2.3007216689668004,29,295.38259034358697
-0.825,-0.8166666666666667,-0.8208333333333333,22,2.086024936039079,22,97.95500952567913
-0.8166666666666667,-0.8083333333333333,-0.8125,31,1.199151233017456,31,223.36534647301315
-0.8083333333333333,-0.8,-0.8041666666666667,26,1.3731659382487411,26,183.9765277729595
-0.8,-0.7916666666666666,-0.7958333333333334,21,0.7057708036379104,21,112.12930111964752
-0.7916666666666666,-0.7833333333333333,-0.7875,35,5.991975740911348,35,197.77143464932692
-0.7833333333333333,-0.775,-0.7791666666666667,22,1.2029850269618005,22,103.73025309582815
-0.775,-0.7666666666666666,-0.7708333333333333,13,1.9522379696617183,13,117.58028145118968
-0.7666666666666666,-0.7583333333333333,-0.7625,13,1.5061490705342333,13,26.63837692167572
-0.7583333333333333,-0.75,-0.7541666666666667,17,18.921800508214062,17,75.63443311560889
-0.75,-0.7416666666666667,-0.7458333333333333,30,0.7600967991159583,30,74.29276983159782
-0.7416666666666667,-0.7333333333333334,-0.7375,11,2.571626250855309,11,732.0377838162923
-0.7333333333333334,-0.725,-0.7291666666666667,25,6.031973658227544,25,168.3267478706025
-0.725,-0.7166666666666667,-0.7208333333333333,24,3.1422908436383015,24,53.94197885098742
-0.7166666666666667,-0.7083333333333333,-0.7124999999999999,33,3.2637904919120935,33,272.1032764622348
-0.7083333333333333,-0.7,-0.7041666666666666,26,14.249252059647329,26,145.72120360345426
-0.7,-0.6916666666666667,-0.6958333333333333,26,4.069788008919423,26,158.6848644355082
-0.6916666666666667,-0.6833333333333333,-0.6875,27,2.035405522777642,27,59.46396181015874
-0.6833333333333333,-0.675,-0.6791666666666667,22,2.5364126965765497,22,203.1931866045031
-0.675,-0.6666666666666667,-0.6708333333333334,18,0.8286373037392926,18,198.452341182215
-0.6666666666666667,-0.6583333333333333,-0.6625000000000001,25,1.6379790988382308,25,119.25729212268334
-0.6583333333333333,-0.65,-0.6541666666666667,16,1.1672685220024694,16,115.01410294141819
-0.65,-0.6416666666666666,-0.6458333333333333,22,3.3307432150839698,22,225.43055248209527
-0.6416666666666666,-0.6333333333333333,-0.6375,22,1.3272713331063353,22,170.8836664531596
-0.6333333333333333,-0.625,-0.6291666666666667,17,4.838474239750655,17,119.44353203923025
-0.625,-0.6166666666666667,-0.6208333333333333,32,6.256454338474936,32,216.0759868967492
-0.6166666666666667,-0.6083333333333334,-0.6125,20,0.8404995481580795,20,301.76086987825255
-0.6083333333333334,-0.6,-0.6041666666666667,13,1.648347232684217,13,133.79025952498645
-0.6,-0.5916666666666667,-0.5958333333333333,26,2.2615234944982836,26,82.83511350796749
-0.5916666666666667,-0.5833333333333333,-0.5874999999999999,23,4.007184668628055,23,98.59028226586688
-0.5833333333333333,-0.575,-0.5791666666666666,28,1.0370358284907788,28,43.720236093129394
-0.575,-0.5666666666666667,-0.5708333333333333,20,2.0070701567330826,20,188.65847397007656
-0.5666666666666667,-0.5583333333333333,-0.5625,25,3.1751494989371345,25,148.89097614624401
-0.5583333333333333,-0.55,-0.5541666666666667,28,4.972532114424409,28,132.0942001177592
-0.55,-0.5416666666666667,-0.5458333333333334,27,6.625264532732513,27,146.14185526677244
-0.5416666666666667,-0.5333333333333333,-0.5375000000000001,28,2.3654372234341503,28,225.4395004511991
-0.5333333333333333,-0.525,-0.5291666666666667,26,1.337558521805803,26,176.10944717991052
-0.525,-0.5166666666666666,-0.5208333333333333,31,1.9419098562925605,31,1037.9951967691077
-0.5166666666666666,-0.5083333333333333,-0.5125,23,1.5204612160050466,23,178.60923391514268
