bin_left,bin_right,x_center,dns_count,dns_phi,aibm_count,aibm_phi
466.60417953943113,474.6602286091594,470.63220407429526,166,111.47672837833225,166,123.27142897610732
474.6602286091594,482.7162776788874,478.6882531440234,128,67.80991019516053,128,84.70075636552522
482.7162776788874,490.77232674861546,486.74430221375144,158,75.63531670448893,158,87.49807118518189
490.77232674861546,498.8283758183435,494.8003512834795,169,89.72979788637053,169,86.46551463508908
498.8283758183435,506.8844248880715,502.8564003532075,122,119.48314354492162,122,120.80433464150207
506.8844248880715,514.9404739577996,510.91244942293554,133,122.70355375965619,133,105.61885126152644
514.9404739577996,522.9965230275278,518.9684984926637,124,104.52802684329592,124,106.37752558054201
522.9965230275278,531.0525720972558,527.0245475623918,129,80.67749372643895,129,118.54549976401282
531.0525720972558,539.1086211669839,535.0805966321199,112,63.98958536258195,112,116.2266754699486
539.1086211669839,547.1646702367119,543.1366457018479,118,79.50759708718007,118,95.37973189451914
547.1646702367119,555.22071930644,551.1926947715759,112,95.40422296131378,112,102.97766158684402
555.22071930644,563.276768376168,559.248743841304,99,93.16841729190533,99,91.70617214012924
563.276768376168,571.3328174458962,567.3047929110321,91,139.58621089429198,91,143.04086112002847
571.3328174458962,579.3888665156243,575.3608419807603,94,92.19231967929176,94,103.04387707185614
579.3888665156243,587.4449155853523,583.4168910504883,81,89.89402558865402,81,132.22198592687047
587.4449155853523,595.5009646550803,591.4729401202163,98,177.1087934275589,98,152.32310112149645
595.5009646550803,603.5570137248084,599.5289891899444,87,95.02374303391457,87,129.88859845935133
603.5570137248084,611.6130627945364,607.5850382596724,68,169.03964133926019,68,129.77056494814013
611.6130627945364,619.6691118642647,615.6410873294005,89,157.69150821422457,89,160.6544757011564
619.6691118642647,627.7251609339927,623.6971363991287,78,117.41291220642826,78,170.63025439587057
627.7251609339927,635.7812100037207,631.7531854688567,94,108.01649171405894,94,154.05880457032444
635.7812100037207,643.8372590734488,639.8092345385847,68,91.09655805570102,68,120.97731691509746
643.8372590734488,651.8933081431768,647.8652836083128,77,149.43731351041794,77,181.86620180051162
651.8933081431768,659.9493572129048,655.9213326780408,87,105.2145889503626,87,145.3459365291209
659.9493572129048,668.0054062826331,663.977381747769,86,214.4262894586623,86,353.2574635509337
668.0054062826331,676.0614553523611,672.0334308174971,69,108.68410858136266,69,156.58928837743312
676.0614553523611,684.1175044220892,680.0894798872251,80,152.7284506422843,80,150.22690013678138
684.1175044220892,692.1735534918172,688.1455289569532,70,109.37462972848816,70,155.08506449630758
692.1735534918172,700.2296025615452,696.2015780266812,68,111.56108718134723,68,186.94730789972917
700.2296025615452,708.2856516312733,704.2576270964092,57,215.01358053977017,57,207.49591533731763
708.2856516312733,716.3417007010015,712.3136761661374,69,139.9671197806841,69,222.15094732895093
716.3417007010015,724.3977497707295,720.3697252358655,59,159.3875876533605,59,226.4677382208327
724.3977497707295,732.4537988404576,728.4257743055936,63,125.15801565714524,63,182.4918779470724
732.4537988404576,740.5098479101856,736.4818233753216,64,186.58019095575423,64,243.1022837423431
740.5098479101856,748.5658969799136,744.5378724450496,62,163.100315436494,62,264.2295045899584
748.5658969799136,756.6219460496417,752.5939215147777,67,158.08927704774524,67,180.91794203351762
756.6219460496417,764.6779951193699,760.6499705845058,58,280.3962174340076,58,168.33387043119345
764.6779951193699,772.734044189098,768.706019654234,66,207.64221867482757,66,195.33546301683796
772.734044189098,780.790093258826,776.762068723962,55,185.41049282856096,55,206.24533641088456
780.790093258826,788.846142328554,784.81811779369,56,125.09237922095558,56,168.65621667293433
788.846142328554,796.9021913982821,792.874166863418,52,197.28948305132832,52,193.72916051323926
796.9021913982821,804.9582404680101,800.9302159331461,62,213.08058406061812,62,188.7438708039299
804.9582404680101,813.0142895377384,808.9862650028742,43,123.85882513703258,43,186.95549033055596
813.0142895377384,821.0703386074664,817.0423140726024,50,204.5711169654238,50,255.87785791643387
821.0703386074664,829.1263876771944,825.0983631423304,38,178.93331118148413,38,196.557524259883
829.1263876771944,837.1824367469225,833.1544122120584,44,318.94265780119434,44,230.74187254475837
837.1824367469225,845.2384858166505,841.2104612817865,37,151.8972812391645,37,311.2973668560578
